Company,TypeName,Inches,Ram,Weight,Price,Touchscreen,IPS,PPI,Retina,Cpu_name,Cpu_clock_speed,HDD,SSD,Hybrid,Flash_storage,Gpu_brand,OS,predicted_price
Dell,Gaming,15.6,16,2.6,98301.6,0,1,282,0,Intel Core i7,2.8,1024,512,0,0,Nvidia,Windows,93180.8
Lenovo,Notebook,15.6,4,2.1,26267.04,0,0,100,0,Intel Core i5,2.3,0,128,0,0,Intel,Windows,32166.543
Acer,Notebook,15.6,8,2.2,39533.76,0,0,141,0,Intel Core i7,2.7,1024,0,0,0,Nvidia,Windows,41494.97
Lenovo,Gaming,15.6,16,3.2,93186.72,0,1,141,0,Intel Core i7,2.8,1024,512,0,0,Nvidia,Windows,98315.25
Dell,Workstation,15.6,16,2.8,162770.4,0,0,282,0,Intel Xeon,3.0,1024,256,0,0,Nvidia,Windows,172126.08
Lenovo,Gaming,15.6,16,2.4,74485.44,0,0,141,0,Intel Core i7,2.8,0,512,0,0,Nvidia,Linux/Android/Chrome OS/No OS,65267.18
Dell,Notebook,15.6,6,2.3,23389.92,1,0,100,0,Intel Core i3,2.4,1024,0,0,0,Intel,Windows,22166.389
Dell,Ultrabook,13.3,8,1.2,103842.72,1,1,331,0,Intel Core i7,1.8,0,256,0,0,Intel,Windows,90867.71
Dell,Ultrabook,13.3,8,1.2,77202.72,0,0,166,0,Intel Core i7,1.8,0,256,0,0,Intel,Windows,72208.43
Lenovo,Notebook,15.6,8,2.2,31808.16,0,0,100,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,38184.727
Acer,Notebook,15.6,8,2.4,41505.12,0,0,141,0,Intel Core i7,2.8,1024,0,0,0,Nvidia,Linux/Android/Chrome OS/No OS,42159.598
Asus,Gaming,17.3,16,2.9,74964.95999999999,0,0,127,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,103652.02
HP,Notebook,15.6,4,2.1,18594.72,0,0,141,0,Intel Core i3,2.0,500,0,0,0,Intel,Linux/Android/Chrome OS/No OS,19731.521
Lenovo,Notebook,15.6,8,2.2,29250.72,0,0,141,0,Intel Core i5,2.5,0,256,0,0,Intel,Linux/Android/Chrome OS/No OS,33544.316
Huawei,Ultrabook,13.0,8,1.0,79866.72,0,1,200,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,86101.43
Dell,Ultrabook,13.3,8,1.4,49650.5664,0,1,166,0,Intel Core i7,1.8,0,256,0,0,AMD,Windows,53693.926
Lenovo,Notebook,17.3,8,2.8,31381.92,0,0,106,0,Intel Core i5,2.5,1024,0,0,0,Nvidia,Linux/Android/Chrome OS/No OS,33060.562
HP,Notebook,14.0,8,1.6,54931.68,0,0,157,0,Intel Core i7,1.8,0,256,0,0,Nvidia,Windows,51136.344
Dell,Ultrabook,14.0,8,1.6,61218.72,0,0,157,0,Intel Core i5,1.6,0,256,0,0,Intel,Windows,57610.277
Dell,2 in 1 Convertible,13.3,16,1.6,68145.12,1,0,166,0,Intel Core i7,1.8,0,512,0,0,Intel,Windows,65609.86
Dell,Notebook,15.6,8,2.2,36089.208,0,0,141,0,Intel Core i5,1.6,0,256,0,0,AMD,Linux/Android/Chrome OS/No OS,34483.08
Lenovo,2 in 1 Convertible,14.0,8,1.7,47898.72,0,1,157,0,Intel Core i5,1.6,0,256,0,0,Intel,Windows,58942.504
Toshiba,Ultrabook,13.3,8,1.2,72620.64,0,0,166,0,Intel Core i7,2.5,0,256,0,0,Intel,Windows,81856.91
HP,Notebook,15.6,8,2.1,42304.32,0,0,141,0,Intel Core i5,1.6,1024,0,0,0,Intel,Windows,35871.777
Dell,Gaming,17.3,16,4.4,130873.7952,0,1,127,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,151056.94
Acer,Notebook,15.6,8,2.2,44328.96,0,0,141,0,Intel Core i7,2.7,0,256,0,0,Nvidia,Windows,47921.793
Dell,Notebook,15.6,16,2.3,45768.0528,1,0,141,0,Intel Core i7,2.7,1024,0,0,0,AMD,Windows,46692.86
Asus,Notebook,15.6,8,2.0,40972.32,0,0,141,0,Intel Core i5,2.5,0,256,0,0,Nvidia,Windows,48698.273
Asus,Notebook,17.3,8,2.7,47472.48,0,0,127,0,Intel Core i5,2.5,500,256,0,0,Nvidia,Windows,54755.184
HP,Notebook,15.6,8,1.9,67612.31999999999,0,0,141,0,Intel Core i7,2.7,1024,0,0,0,AMD,Windows,44634.723
Asus,Notebook,15.6,4,2.4,21258.1872,0,0,100,0,Intel Core i3,2.4,1024,0,0,0,Intel,Windows,26440.053
HP,Notebook,15.6,4,2.1,17582.399999999998,0,0,100,0,other AMD processors,1.5,500,0,0,0,AMD,Windows,17913.47
Lenovo,Gaming,15.6,16,3.2,79866.72,0,1,141,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,85572.86
Dell,Notebook,14.0,8,1.6,45767.52,0,0,157,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,59760.676
Acer,2 in 1 Convertible,13.3,8,1.6,36709.92,1,1,166,0,Intel Core i5,2.3,0,256,0,0,Intel,Windows,43260.71
Dell,Notebook,15.6,16,2.4,47898.72,0,0,141,0,Intel Core i7,2.7,0,256,0,0,AMD,Linux/Android/Chrome OS/No OS,48590.086
Acer,Notebook,15.6,4,2.1,20779.2,0,0,100,0,Intel Core i3,2.0,1024,0,0,0,Intel,Linux/Android/Chrome OS/No OS,19937.246
Asus,Notebook,15.6,4,2.2,30636.0,0,0,141,0,other AMD processors,2.5,1024,128,0,0,AMD,Windows,26440.607
Asus,Gaming,17.3,32,4.7,207259.2,0,0,127,0,Intel Core i7,2.9,1024,512,0,0,Nvidia,Windows,174919.08
Acer,Gaming,15.6,8,2.5,45074.88,0,1,141,0,Intel Core i5,2.5,0,256,0,0,Nvidia,Windows,50202.26
Lenovo,Notebook,15.6,8,2.2,31381.92,0,0,100,0,Intel Core i3,2.0,0,128,0,0,Intel,Windows,29220.062
Asus,Notebook,17.3,8,2.1,61005.6,0,0,127,0,Intel Core i7,1.8,1024,128,0,0,Nvidia,Windows,59376.54
Asus,Notebook,17.3,8,2.7,47365.92,0,0,127,0,Intel Core i7,2.7,1024,128,0,0,Nvidia,Linux/Android/Chrome OS/No OS,50995.266
Dell,Gaming,15.6,8,2.6,46833.12,0,0,141,0,Intel Core i5,2.5,0,256,0,0,Nvidia,Windows,52997.21
Lenovo,2 in 1 Convertible,13.9,8,1.4,57489.12,1,1,158,0,Intel Core i7,2.7,0,256,0,0,Intel,Windows,82480.27
Dell,Notebook,15.6,8,2.2,52480.8,0,0,141,0,Intel Core i7,1.8,2048,128,0,0,AMD,Windows,47816.883
HP,Notebook,15.6,8,2.0,29783.52,1,0,100,0,Intel Core i5,2.5,1024,0,0,0,Intel,Windows,32565.736
Asus,Gaming,17.3,16,3.6,159786.72,0,0,127,0,Intel Core i7,2.9,0,256,0,0,Nvidia,Windows,147837.17
HP,Notebook,13.3,4,1.5,35964.0,0,1,166,0,Intel Core i5,1.6,500,0,0,0,Intel,Windows,38357.547
Apple,Ultrabook,13.3,8,1.4,108691.2,0,1,227,1,Intel Core i5,3.1,0,512,0,0,Intel,Mac,105101.23
Dell,2 in 1 Convertible,15.6,8,2.1,43636.32,1,1,141,0,Intel Core i7,1.8,1024,0,0,0,Intel,Windows,45579.047
Asus,Gaming,17.3,16,4.3,95850.72,0,0,127,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,119335.64
Asus,Notebook,15.6,4,1.7,24988.32,0,0,100,0,other AMD processors,3.0,1024,0,0,0,AMD,Windows,24095.074
Lenovo,2 in 1 Convertible,13.9,8,1.4,98514.72,1,1,158,0,Intel Core i7,1.8,0,512,0,0,Intel,Windows,86762.83
Acer,Notebook,17.3,4,3.0,37402.56,0,1,127,0,Intel Core i3,2.7,0,256,0,0,Nvidia,Windows,39913.43
Dell,Ultrabook,13.3,8,1.4,50562.72,0,0,166,0,Intel Core i5,1.6,0,256,0,0,Intel,Windows,64600.92
HP,Notebook,15.6,8,1.9,23757.552,0,0,100,0,other AMD processors,2.5,0,128,0,0,AMD,Windows,24398.635
HP,Notebook,17.3,16,2.9,56423.52,0,1,127,0,Intel Core i7,1.8,1024,0,0,0,Nvidia,Windows,57803.06
MSI,Gaming,17.3,16,4.1,133146.72,0,0,127,0,Intel Core i7,2.8,1024,512,0,0,Nvidia,Windows,129383.05
Lenovo,2 in 1 Convertible,15.6,8,2.0,90522.72,1,1,141,0,Intel Core i7,2.8,0,512,0,0,Nvidia,Windows,92596.49
Dell,Notebook,17.3,8,2.8,60845.76,0,0,127,0,Intel Core i7,1.8,1024,128,0,0,AMD,Windows,60357.383
Lenovo,Notebook,15.6,4,2.2,23656.32,0,0,141,0,Intel Core i3,2.0,0,256,0,0,Intel,Linux/Android/Chrome OS/No OS,22228.668
HP,Notebook,15.6,4,2.1,38468.16,0,1,141,0,Intel Core i5,1.6,500,0,0,0,Intel,Windows,36845.375
Dell,Notebook,15.6,4,2.2,35004.96,0,0,141,0,Intel Core i5,2.5,1024,0,0,0,Intel,Windows,35042.68
Dell,Notebook,15.6,8,2.2,30103.2,0,0,141,0,Intel Core i5,2.5,1024,0,0,0,AMD,Windows,39180.87
Dell,2 in 1 Convertible,15.6,8,2.7,42570.72,1,0,141,0,Intel Core i5,1.6,0,256,0,0,Intel,Windows,45501.91
Asus,2 in 1 Convertible,13.3,8,1.1,79866.72,1,0,166,0,Intel Core i7,1.8,0,512,0,0,Intel,Windows,80372.69
Lenovo,Notebook,15.6,4,2.2,24881.76,0,0,141,0,Intel Core i5,2.5,1024,0,0,0,Intel,Linux/Android/Chrome OS/No OS,25084.197
HP,Notebook,17.3,8,2.5,54239.04,0,0,127,0,Intel Core i7,1.8,1024,0,0,0,Nvidia,Windows,51611.19
Lenovo,Notebook,15.6,8,2.0,46886.4,0,0,141,0,Intel Core i7,1.8,0,256,0,0,Intel,Windows,52022.977
Apple,Ultrabook,13.3,8,1.4,104370.192,0,1,227,1,Intel Core i5,2.9,0,512,0,0,Intel,Mac,103991.45
Asus,Gaming,17.3,16,3.2,82530.72,0,0,127,0,AMD Ryzen,3.0,1024,256,0,0,AMD,Windows,96098.61
Dell,Notebook,15.6,8,2.1,39164.5296,0,0,141,0,Intel Core i7,1.8,0,256,0,0,AMD,Linux/Android/Chrome OS/No OS,40238.33
Lenovo,2 in 1 Convertible,14.0,16,1.4,133146.72,1,0,210,0,Intel Core i7,2.6,0,512,0,0,Intel,Windows,131278.23
Toshiba,Notebook,15.6,8,2.2,43263.36,0,0,100,0,Intel Core i7,2.5,500,0,0,0,Nvidia,Windows,45116.438
Dell,Notebook,15.6,12,2.3,37992.3696,0,0,100,0,Intel Core i7,2.7,1024,0,0,0,Intel,Windows,43211.19
Dell,Notebook,17.3,8,2.8,58554.72,0,0,127,0,Intel Core i7,1.8,1024,128,0,0,AMD,Linux/Android/Chrome OS/No OS,53913.484
Acer,Notebook,15.6,8,2.2,39693.6,0,1,141,0,Intel Core i7,1.8,1024,0,0,0,Nvidia,Windows,41132.375
Lenovo,Notebook,17.3,4,2.8,26053.92,0,0,106,0,Intel Core i3,2.0,1024,0,0,0,Intel,Windows,27564.137
Lenovo,Notebook,17.3,8,2.8,45234.72,0,0,127,0,Intel Core i7,1.8,2048,0,0,0,Nvidia,Linux/Android/Chrome OS/No OS,44429.51
Lenovo,Notebook,17.3,6,2.8,45767.52,0,0,106,0,Intel Core i7,2.7,1024,128,0,0,Nvidia,Windows,47739.01
Dell,Notebook,15.6,4,2.2,22803.84,0,0,141,0,Intel Core i3,2.0,1024,0,0,0,AMD,Linux/Android/Chrome OS/No OS,24616.158
Lenovo,Gaming,15.6,8,2.5,44169.12,0,1,141,0,Intel Core i5,2.5,0,256,0,0,Nvidia,Windows,52892.184
Lenovo,Notebook,15.6,6,2.2,30849.12,0,0,141,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,34492.324
Acer,Notebook,15.6,8,3.0,50669.28,0,1,141,0,Intel Core i7,1.8,0,256,0,0,Nvidia,Windows,48601.816
Acer,Notebook,15.6,12,2.2,35111.52,1,1,141,0,Intel Core i7,2.7,1024,0,0,0,Intel,Windows,38277.773
Lenovo,Notebook,15.6,8,2.0,58448.16,0,1,141,0,Intel Core i7,2.7,0,256,0,0,Intel,Windows,64132.01
Asus,Ultrabook,15.6,8,1.7,52054.56,0,0,141,0,Intel Core i5,2.5,0,256,0,0,Nvidia,Windows,50125.047
Lenovo,Gaming,15.6,16,2.5,62817.12,0,1,141,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,72902.586
Lenovo,Notebook,15.6,8,2.2,35112.0528,0,0,141,0,Intel Core i7,2.7,1024,0,0,0,Nvidia,Linux/Android/Chrome OS/No OS,37041.3
Acer,Notebook,15.6,2,2.2,10602.72,0,0,100,0,other Intel processors,1.5,0,16,0,0,Intel,Linux/Android/Chrome OS/No OS,11801.763
Asus,Gaming,17.3,8,3.0,63243.36,0,0,127,0,Intel Core i7,2.8,1024,0,0,0,Nvidia,Windows,59627.805
HP,Notebook,17.3,8,2.5,26053.92,0,0,106,0,Intel Core i3,2.0,1024,0,0,0,Intel,Windows,30474.22
Dell,Notebook,15.6,8,2.0,97449.12,0,0,141,0,Intel Core i7,2.8,0,256,0,0,Nvidia,Windows,76043.47
Lenovo,Notebook,15.6,8,2.0,39373.92,0,0,141,0,Intel Core i5,1.6,0,256,0,0,Intel,Windows,48292.3
Lenovo,Gaming,15.6,8,3.2,69210.72,0,1,141,0,Intel Core i7,2.8,1024,0,0,0,Nvidia,Windows,67649.75
Acer,Notebook,15.6,8,2.5,52161.12,0,0,141,0,Intel Core i7,2.8,0,256,0,0,Nvidia,Linux/Android/Chrome OS/No OS,49288.945
Dell,Workstation,17.3,16,3.4,153705.3408,0,0,127,0,Intel Core i7,2.9,0,256,0,0,Nvidia,Windows,186990.83
Lenovo,Notebook,15.6,6,2.4,26586.72,0,0,141,0,other AMD processors,2.4,1024,0,0,0,AMD,Windows,24550.117
Asus,Ultrabook,15.6,16,1.6,78215.04,0,0,141,0,Intel Core i7,2.7,0,512,0,0,Nvidia,Windows,86038.96
Asus,Notebook,14.0,4,1.3,27119.52,0,0,112,0,Intel Core i3,2.4,0,128,0,0,Intel,Windows,30278.361
Asus,Gaming,17.3,16,2.9,113060.16,0,0,127,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,103652.02
Lenovo,Notebook,17.3,6,2.8,34578.72,0,0,106,0,Intel Core i5,2.5,1024,0,0,0,Nvidia,Windows,32812.33
Lenovo,Notebook,15.6,8,2.2,29250.72,0,0,100,0,Intel Core i5,2.5,2048,0,0,0,Nvidia,Linux/Android/Chrome OS/No OS,28141.426
Asus,Gaming,15.6,8,2.5,67399.2,0,0,141,0,Intel Core i7,2.8,1024,128,0,0,Nvidia,Windows,67675.11
Lenovo,Notebook,15.6,4,2.2,19180.2672,0,0,100,0,other Intel processors,1.1,1024,0,0,0,Intel,Linux/Android/Chrome OS/No OS,15989.194
HP,2 in 1 Convertible,13.3,16,1.3,105228.0,1,0,166,0,Intel Core i7,2.8,0,256,0,0,Intel,Windows,120081.35
Toshiba,Notebook,15.6,8,2.2,55571.04,0,1,141,0,Intel Core i7,2.5,0,256,0,0,Nvidia,Windows,61909.332
Lenovo,Notebook,15.6,8,2.3,43636.32,0,0,141,0,Intel Core i5,2.5,1024,128,0,0,Nvidia,Windows,47877.25
HP,Notebook,15.6,4,1.9,24988.32,0,0,141,0,Intel Core i3,2.0,1024,0,0,0,Intel,Windows,23792.13
Lenovo,Notebook,13.3,8,1.1,53226.72,0,1,166,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,63677.734
Dell,Ultrabook,13.3,16,1.2,133146.72,1,1,331,0,Intel Core i7,1.8,0,1024,0,0,Intel,Windows,134473.58
MSI,Gaming,15.6,16,2.8,111834.72,0,1,141,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,88160.16
Acer,Notebook,15.6,8,2.2,24988.32,0,0,141,0,other AMD processors,2.2,0,256,0,0,AMD,Windows,26530.428
Asus,2 in 1 Convertible,11.6,2,1.1,14652.0,1,0,135,0,other Intel processors,1.1,0,0,0,32,Intel,Windows,14880.021
Dell,Notebook,15.6,8,2.3,44968.32,0,0,141,0,Intel Core i5,1.6,1024,128,0,0,AMD,Windows,44223.684
HP,2 in 1 Convertible,13.3,16,1.3,130482.72,1,1,331,0,Intel Core i7,1.8,0,1024,0,0,Intel,Windows,124720.37
Lenovo,Notebook,13.3,4,1.4,24503.472,0,0,118,0,other Intel processors,1.6,0,0,0,16,Intel,Linux/Android/Chrome OS/No OS,20544.91
HP,Notebook,14.0,8,2.0,52214.4,0,0,157,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,62147.082
Acer,Notebook,11.6,4,1.4,25840.8,0,0,135,0,other Intel processors,1.6,0,0,0,128,Intel,Windows,22162.098
HP,Notebook,14.0,8,1.5,68837.76,0,0,157,0,Intel Core i7,2.7,0,256,0,0,Intel,Windows,64876.406
Lenovo,Notebook,17.3,4,2.8,31381.92,0,0,106,0,Intel Core i5,2.5,1024,0,0,0,Nvidia,Windows,36392.19
Asus,Notebook,14.0,8,2.0,58288.32,0,0,157,0,Intel Core i7,2.7,0,256,0,0,Intel,Windows,57436.87
HP,Notebook,15.6,8,2.1,48058.56,0,1,100,0,Intel Core i7,1.8,1024,0,0,0,Intel,Windows,39063.125
Acer,Notebook,15.6,8,2.2,35111.52,0,0,100,0,other AMD processors,2.7,0,256,0,0,AMD,Windows,24971.78
Lenovo,Notebook,14.0,4,1.4,15557.76,0,0,112,0,other Intel processors,1.1,0,0,0,32,Intel,Windows,15849.657
Acer,Notebook,15.6,6,2.2,29250.72,0,0,100,0,Intel Core i5,2.5,1024,0,0,0,Intel,Windows,25432.68
Asus,Ultrabook,15.6,8,1.7,55938.672,0,0,141,0,Intel Core i7,2.7,0,256,0,0,Nvidia,Windows,56238.184
HP,Ultrabook,12.5,8,1.3,71128.8,0,0,176,0,Intel Core i7,2.7,0,256,0,0,Intel,Windows,81138.914
Dell,Notebook,15.6,32,2.1,140605.91999999998,1,0,282,0,Intel Core i7,2.8,0,1024,0,0,Nvidia,Windows,148689.94
MSI,Gaming,17.3,8,2.7,63882.72,0,0,127,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,75430.54
Toshiba,Notebook,15.6,8,2.0,50243.04,0,1,141,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,62657.805
Asus,Notebook,14.0,8,2.0,71075.52,0,0,157,0,Intel Core i7,2.7,1024,256,0,0,Intel,Windows,60237.195
Lenovo,Notebook,15.6,4,1.8,23922.72,0,0,141,0,Intel Core i3,2.0,1024,0,0,0,Intel,Windows,26049.73
Asus,Gaming,15.6,8,2.5,53226.72,0,0,141,0,Intel Core i7,2.8,0,256,0,0,Nvidia,Windows,66605.64
HP,Notebook,14.0,8,1.5,67559.04,0,0,157,0,Intel Core i5,2.6,0,256,0,0,Intel,Windows,72854.555
Dell,Ultrabook,15.6,8,1.9,55890.72,0,1,141,0,Intel Core i5,1.6,1024,128,0,0,Nvidia,Windows,56777.24
HP,Notebook,15.6,8,1.8,60952.32,0,0,141,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,58510.367
Asus,Notebook,15.6,4,2.0,14651.4672,0,0,100,0,other Intel processors,1.1,1024,0,0,0,Intel,Linux/Android/Chrome OS/No OS,17525.225
Dell,Notebook,15.6,8,2.0,60885.72,0,0,141,0,Intel Core i5,1.6,0,256,0,0,Nvidia,Windows,55254.414
Dell,Notebook,15.6,4,2.2,14646.672,0,0,100,0,other Intel processors,1.6,500,0,0,0,Intel,Linux/Android/Chrome OS/No OS,17129.363
Lenovo,Notebook,15.6,12,2.2,47898.72,0,0,141,0,other AMD processors,3.6,2048,0,0,0,AMD,Windows,39336.508
HP,Notebook,15.6,8,2.1,38148.48,0,1,141,0,Intel Core i3,2.4,1024,0,0,0,Nvidia,Windows,39085.742
Lenovo,2 in 1 Convertible,13.9,16,1.4,111834.72,1,1,317,0,Intel Core i7,1.8,0,512,0,0,Intel,Windows,100403.125
Dell,Ultrabook,13.3,8,1.2,84129.12,0,0,166,0,Intel Core i7,1.8,0,256,0,0,Intel,Windows,72208.43
Lenovo,Gaming,15.6,16,2.4,60153.12,0,1,141,0,Intel Core i7,2.8,2048,256,0,0,Nvidia,Windows,75128.37
HP,Notebook,14.0,2,1.4,14865.12,0,0,112,0,other Intel processors,1.6,0,0,0,32,Intel,Windows,14572.177
Dell,Ultrabook,15.6,16,1.9,85672.1088,0,0,141,0,Intel Core i7,1.9,0,512,0,0,Intel,Windows,82344.375
Asus,2 in 1 Convertible,11.6,4,1.5,19980.0,1,0,135,0,other Intel processors,1.1,0,0,0,32,Intel,Windows,19442.832
Dell,Ultrabook,15.6,8,1.9,35324.64,0,0,141,0,Intel Core i5,1.6,1024,0,0,0,AMD,Windows,41892.67
Dell,Notebook,15.6,16,2.1,108020.9376,1,0,282,0,Intel Core i7,2.8,0,512,0,0,Nvidia,Windows,123441.44
HP,Notebook,15.6,8,1.8,69477.12,0,0,141,0,Intel Core i7,2.7,0,256,0,0,Intel,Windows,59779.484
MSI,Gaming,17.3,8,2.7,75071.52,0,0,127,0,Intel Core i7,2.8,1024,128,0,0,Nvidia,Windows,69756.99
HP,Workstation,15.6,8,2.6,92615.0256,0,0,141,0,Intel Core i7,2.8,0,256,0,0,Nvidia,Windows,94458.555
Toshiba,Notebook,15.6,16,2.4,74751.84,0,1,141,0,Intel Core i7,2.5,0,512,0,0,Nvidia,Windows,84975.45
Dell,Notebook,15.6,8,2.0,51729.55199999999,0,0,141,0,Intel Core i7,1.8,2048,128,0,0,AMD,Windows,52003.383
Lenovo,Notebook,15.6,4,2.2,17155.627200000003,0,0,100,0,other Intel processors,1.1,1024,0,0,0,Intel,Linux/Android/Chrome OS/No OS,15989.194
Dell,Gaming,15.6,8,2.6,53226.72,0,0,141,0,Intel Core i5,2.5,1024,0,0,0,Nvidia,Windows,48215.27
Dell,Notebook,15.6,8,2.4,29696.6736,1,0,100,0,Intel Core i5,2.5,2048,0,0,0,Intel,Windows,30879.764
Dell,Notebook,14.0,8,1.4,76030.56,0,0,157,0,Intel Core i5,2.6,0,256,0,0,Intel,Windows,80460.51
HP,Notebook,15.6,4,1.9,23389.92,0,0,100,0,Intel Core i3,2.0,500,0,0,0,Intel,Windows,23934.14
Asus,Notebook,14.0,8,2.0,50349.6,0,0,157,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,53988.805
Lenovo,Notebook,17.3,6,2.8,38308.32,0,0,106,0,Intel Core i5,2.5,1024,128,0,0,Nvidia,Windows,38783.46
HP,Notebook,15.6,8,1.9,34045.92,0,0,141,0,Intel Core i5,2.5,1024,0,0,0,Intel,Windows,38758.87
Lenovo,Notebook,15.6,8,2.2,26586.72,0,0,100,0,Intel Core i3,2.0,0,256,0,0,Nvidia,Linux/Android/Chrome OS/No OS,26912.059
HP,Notebook,15.6,8,2.0,20725.92,0,0,100,0,other Intel processors,1.6,2048,0,0,0,Intel,Windows,21377.387
Dell,Notebook,17.3,8,2.8,57808.8,0,0,127,0,Intel Core i5,1.6,1024,128,0,0,AMD,Windows,53153.51
Lenovo,Gaming,15.6,8,2.4,43103.52,0,1,141,0,Intel Core i5,2.5,1024,128,0,0,Nvidia,Linux/Android/Chrome OS/No OS,48365.867
Dell,Notebook,15.6,8,2.3,47898.72,0,0,141,0,Intel Core i7,2.7,0,256,0,0,AMD,Windows,51001.242
HP,Ultrabook,14.0,8,1.4,93240.0,0,1,157,0,Intel Core i7,2.7,0,256,0,0,Intel,Windows,77059.1
Asus,2 in 1 Convertible,15.6,12,2.3,58554.72,1,0,141,0,Intel Core i7,2.7,2048,512,0,0,Nvidia,Windows,68230.74
Acer,Notebook,15.6,4,2.1,22697.28,0,0,100,0,other AMD processors,3.0,0,128,0,0,AMD,Windows,22510.906
Asus,Gaming,17.3,16,3.2,117162.72,0,1,127,0,AMD Ryzen,3.0,1024,256,0,0,AMD,Windows,100314.984
Lenovo,Notebook,17.3,4,2.6,26053.92,0,0,106,0,other AMD processors,2.2,0,128,0,0,AMD,Windows,24572.953
Dell,2 in 1 Convertible,13.3,8,1.6,46300.85279999999,1,0,166,0,Intel Core i7,1.8,0,256,0,0,Intel,Windows,54469.727
HP,Notebook,15.6,4,1.9,26053.3872,0,0,141,0,other AMD processors,3.0,0,256,0,0,AMD,Windows,25414.932
Lenovo,Netbook,11.6,4,1.6,29463.84,0,1,135,0,other Intel processors,1.1,0,128,0,0,Intel,Windows,27630.566
Dell,Notebook,15.6,4,1.8,16463.52,0,0,100,0,other Intel processors,1.6,500,0,0,0,Intel,Windows,21596.44
Asus,Notebook,14.0,4,1.5,15238.08,0,0,112,0,other Intel processors,1.1,0,0,0,32,Intel,Windows,15529.006
Acer,Notebook,15.6,8,2.4,45074.88,0,0,141,0,Intel Core i7,2.8,1024,0,0,0,Nvidia,Linux/Android/Chrome OS/No OS,42159.598
HP,Gaming,17.3,8,3.4,63456.48,0,1,127,0,Intel Core i7,2.8,1024,128,0,0,Nvidia,Windows,72041.49
Lenovo,Notebook,15.6,4,1.8,21498.48,0,0,141,0,Intel Core i3,2.0,0,128,0,0,Intel,Linux/Android/Chrome OS/No OS,23433.121
Asus,Gaming,15.6,8,2.3,88178.4,0,1,141,0,Intel Core i7,2.8,1024,128,0,0,Nvidia,Windows,74198.03
Lenovo,Notebook,14.0,8,1.5,58554.72,0,1,157,0,Intel Core i5,2.5,0,256,0,0,Nvidia,Windows,58322.066
Asus,Ultrabook,13.3,16,1.1,93181.392,1,0,166,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,94886.78
Lenovo,Ultrabook,14.0,8,1.1,121584.96,0,1,210,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,126124.6
Lenovo,Notebook,13.3,4,1.5,29250.72,0,1,166,0,Intel Core i3,2.4,0,128,0,0,Intel,Windows,30684.107
Dell,Workstation,15.6,8,2.2,72940.31999999999,0,0,141,0,Intel Core i5,2.6,500,0,0,0,AMD,Windows,73075.01
Dell,Workstation,15.6,8,2.0,113752.8,0,1,141,0,Intel Core i7,2.7,0,256,0,0,Nvidia,Windows,111237.3
Lenovo,2 in 1 Convertible,14.0,16,1.4,133679.52,1,0,210,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,127189.37
Asus,Gaming,17.3,8,3.0,55357.92,0,0,127,0,Intel Core i7,2.8,1024,0,0,0,Nvidia,Windows,59627.805
Asus,Gaming,17.3,16,3.0,84768.48,0,0,127,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,89199.96
Acer,Notebook,15.6,12,2.2,36975.7872,0,1,100,0,Intel Core i5,1.6,1024,0,0,0,Nvidia,Windows,36605.08
MSI,Gaming,17.3,8,2.7,71874.72,0,0,127,0,Intel Core i7,2.8,0,256,0,0,Nvidia,Windows,76454.46
Dell,Notebook,15.6,8,2.3,41498.1936,0,0,141,0,Intel Core i7,2.7,0,256,0,0,AMD,Linux/Android/Chrome OS/No OS,41506.688
HP,Ultrabook,15.6,4,1.9,26586.72,0,0,141,0,other AMD processors,3.0,0,256,0,0,AMD,Windows,29744.477
Lenovo,Notebook,15.6,8,2.1,65510.9568,0,1,141,0,Intel Core i7,1.8,0,256,0,0,AMD,Windows,51921.57
Lenovo,Notebook,14.0,8,1.9,49976.64,0,1,157,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,56066.82
Dell,Workstation,15.6,8,1.8,144495.36,1,0,282,0,Intel Core i7,2.8,0,256,0,0,Nvidia,Windows,136163.98
